"presence","x","y","cells","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","BO_bathymax","BO_ph","BO_cloudmean","BO_damean","BO2_lightbotrange_bdmax","BO2_lightbotmean_bdmax","BO_parmean","BO2_nitratemean_bdmax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_bathy_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","Dist_City","Protected_Areas"
1,178.458333333333,-18.125,2382,21.061897277832,22.9606170654297,1.89871871471405,0.198627859354019,125,8.27000045776367,0.790000021457672,0.0689999982714653,35.170539855957,35.3870582580566,37.7690010070801,4.11838531494141,0.100000001490116,-0.349999994039536,-17,2,-0.419999986886978,0.22168582912168,0
1,179.375,-16.7916666666667,1625,18.6535148620605,20.3813648223877,1.7278505563736,0.10367850959301,223,8.26700019836426,0.726000010967255,0.0469999983906746,36.0365753173828,38.2803649902344,40.6290016174316,6.27054071426392,0.349999994039536,-0.0399999991059303,-109,2,-0.379999995231628,176794.605587704,0.501970179835677
1,179.875,-16.7083333333333,1583,25.0705451965332,27.8937320709229,2.82318711280823,0.209368288516998,374,8.26500034332275,0.707000017166138,0.0509999990463257,30.8839378356934,38.9609107971191,40.8860015869141,0.00126869464293122,0.0599999986588955,0.310000002384186,-28,1,0.129999995231628,217339.479414184,0
1,179.708333333333,-16.4583333333333,1437,18.7206134796143,20.5429401397705,1.82232654094696,0.114267744123936,456,8.26500034332275,0.730000019073486,0.0839999988675117,34.4305648803711,38.4150352478027,41.0330009460449,6.28659248352051,0.319999992847443,0.100000001490116,-76,2,-0.680000007152557,227341.191760157,5
1,179.708333333333,-16.5416666666667,1485,18.7014331817627,20.5329418182373,1.83150839805603,0.160175934433937,20,8.26500034332275,0.703999996185303,0.0450000017881393,29.5135707855225,37.8235130310059,40.5690002441406,6.31068468093872,0.209999993443489,-0.109999999403954,-95,4,-0.129999995231628,219907.242334135,2.92470624199909
1,177.541666666667,-18.2083333333333,2419,3.34215140342712,3.46354341506958,0.121392123401165,0.110068783164024,115,8.27200031280518,0.617999970912933,0.034000001847744,33.5128402709961,40.4976997375488,42.1290016174316,35.2554550170898,0.819999992847443,0.00999999977648258,-570,4,-0.959999978542328,97425.3068065049,0
1,177.458333333333,-18.125,2370,22.5276660919189,24.3466205596924,1.81895518302917,0.195529818534851,235,8.27200031280518,0.616999983787537,0.034000001847744,44.6684722900391,43.3333511352539,42.7529983520508,2.90612387657166,0.259999990463257,-0.00999999977648258,-51,1,-0.810000002384186,105829.852490183,0
1,178.541666666667,-18.2083333333333,2431,3.59497094154358,3.77719235420227,0.182221412658691,0.173574611544609,-3,8.27000045776367,0.754999995231628,0.0810000002384186,7.9455304145813,30.4192237854004,40.1240005493164,34.4991226196289,0.560000002384186,0.140000000596046,-300,6,-0.790000021457672,12760.0568740437,0
1,178.041666666667,-18.2916666666667,2473,18.7451858520508,20.3953628540039,1.65017747879028,0.276228129863739,73,8.27099990844727,0.718999981880188,0.0649999976158142,35.7334251403809,38.333065032959,39.5149993896484,6.28079319000244,0.259999990463257,-0.0500000007450581,-84,4,-0.209999993443489,47779.5727785007,0
1,177.791666666667,-18.2916666666667,2470,2.61348462104797,2.71908068656921,0.105595916509628,0.0225805938243866,5,8.27200031280518,0.680000007152557,0.034000001847744,34.7568893432617,39.1623802185059,40.7430000305176,36.326831817627,0.670000016689301,-0.550000011920929,-1073,6,-0.720000028610229,72892.6124865532,1.90327424601553
1,177.708333333333,-18.2083333333333,2421,3.34056091308594,3.46287941932678,0.122318543493748,0.0335007049143314,284,8.27200031280518,0.652999997138977,0.0299999993294477,35.9752235412598,38.6138763427734,40.1629981994629,35.2450981140137,1.14999997615814,-0.189999997615814,-521,2,-0.819999992847443,79887.83226234,0
1,178.375,-18.125,2381,9.84658432006836,11.1344327926636,1.28784811496735,0.160458326339722,238,8.27000045776367,0.787000000476837,0.0740000009536743,38.3617744445801,34.2696571350098,35.9269981384277,18.3935470581055,0.340000003576279,0.0900000035762787,-83,2,-0.529999971389771,8819.06265810803,0
1,178.541666666667,-18.7916666666667,2767,20.2763137817383,22.2046794891357,1.92836427688599,0.206819921731949,23,8.27099990844727,0.697000026702881,0.0850000008940697,34.3976593017578,40.2529830932617,40.7200012207031,4.6028733253479,0.0799999982118607,0.300000011920929,-30,4,0.219999998807907,74313.7055037972,3.71730234499694
1,177.125,-17.2916666666667,1886,25.4792861938477,28.482328414917,3.00304245948792,0.0838263407349586,337,8.27299976348877,0.582000017166138,0.0329999998211861,32.3580131530762,42.6124229431152,43.5620002746582,0.000567206006962806,0.0399999991059303,0.150000005960464,-8,2,-0.109999999403954,168850.110852985,2.44700188014975
1,178.541666666667,-18.875,2815,22.0949268341064,24.2283096313477,2.13338303565979,0.207596153020859,158,8.27099990844727,0.672999978065491,0.0560000017285347,33.7796440124512,39.4694709777832,40.0369987487793,2.5021288394928,0.109999999403954,0.270000010728836,-39,3,-0.270000010728836,83479.8594399271,2.84639906362536
1,178.458333333333,-18.7916666666667,2766,3.59600257873535,3.78253626823425,0.186533600091934,0.168923571705818,5,8.27099990844727,0.709999978542328,0.0659999996423721,33.7017211914062,40.5743408203125,41.1290016174316,34.5087738037109,0.490000009536743,-0.639999985694885,-204,9,0.209999993443489,73790.5405522981,4.80530256902887
1,177.625,-18.2083333333333,2420,3.34090089797974,3.46327567100525,0.122374795377254,0.0819030180573463,214,8.27200031280518,0.629000008106232,0.0350000001490116,33.6923675537109,39.4056816101074,41.3440017700195,35.247142791748,0.939999997615814,-0.0599999986588955,-643,4,-0.870000004768372,88651.7764254379,0
1,177.125,-17.7083333333333,2126,25.1604900360107,27.6101245880127,2.44963526725769,0.263409167528152,58,8.27299976348877,0.550999999046326,0.0790000036358833,31.9362106323242,42.9258804321289,43.867000579834,0.00650280760601163,0.0599999986588955,-0.180000007152557,-28,4,0.109999999403954,148608.502121171,6
1,177.208333333333,-17.7916666666667,2175,25.1847724914551,29.5223922729492,4.33762168884277,0.217677444219589,56,8.27299976348877,0.537000000476837,0.0549999997019768,31.8250637054443,41.9960746765137,43.1030006408691,0.000101074547274038,0.0299999993294477,0.230000004172325,-10,3,-0.0700000002980232,137455.284458058,5.35953992900055
1,177.208333333333,-17.7083333333333,2127,25.1785926818848,28.2907733917236,3.11218070983887,0.151886999607086,106,8.27299976348877,0.545000016689301,0.0560000017285347,32.2801284790039,42.6118812561035,43.8279991149902,0.000614937103819102,0.0500000007450581,0.409999996423721,-26,5,0.0299999993294477,140241.688997633,6
1,178.458333333333,-18.2083333333333,2430,3.9339702129364,4.2316837310791,0.297713667154312,0.154662072658539,-3,8.27000045776367,0.763000011444092,0.0659999996423721,11.8947792053223,31.1641731262207,39.4020004272461,33.5742835998535,0.639999985694885,-0.150000005960464,-408,6,-0.740000009536743,9223.65909206968,0
1,177.375,-18.125,2369,5.53620147705078,5.96826696395874,0.432065665721893,0.120824530720711,145,8.27200031280518,0.606000006198883,0.0309999994933605,33.5307006835938,41.2369003295898,42.3199996948242,29.3377170562744,0.740000009536743,-0.319999992847443,-171,3,-0.620000004768372,114648.986539522,0
1,177.291666666667,-18.0416666666667,2320,19.7604122161865,21.4730110168457,1.71259832382202,0.206728294491768,88,8.27200031280518,0.584999978542328,0.0320000015199184,31.3253211975098,40.7225303649902,42.3009986877441,5.81690692901611,0.100000001490116,-0.660000026226044,-16,3,-0.319999992847443,123841.225055791,0
1,179.125,-16.2083333333333,1286,5.39133024215698,5.86423921585083,0.472909033298492,0.298781156539917,48,8.26599979400635,0.669000029563904,0.0640000030398369,29.3056621551514,42.2423286437988,43.9679985046387,30.1433334350586,0.330000013113022,0.319999992847443,-123,5,0.430000007152557,223662.408165452,0.40185687017099
1,179.291666666667,-16.2916666666667,1336,18.7564296722412,20.6752376556396,1.91880691051483,0.224179551005363,-2,8.26599979400635,0.680999994277954,0.0949999988079071,13.1479339599609,32.8312797546387,42.0639991760254,6.33565473556519,0.170000001788139,-0.0199999995529652,-62,8,0.370000004768372,221412.906986129,2.05278077631073
1,179.791666666667,-16.2083333333333,1294,25.6304092407227,29.7528171539307,4.12240648269653,0.300475180149078,70,8.26500034332275,0.703999996185303,0.170000001788139,28.8739967346191,40.2981643676758,42.3120002746582,4.8206461542577e-06,0.0900000035762787,-0.0299999993294477,-19,2,0.0500000007450581,255176.758330805,5
1,179.291666666667,-18.125,2392,3.04276609420776,3.16972851753235,0.126962542533875,0.21409809589386,110,8.26900005340576,0.726000010967255,0.0659999996423721,31.9104385375977,39.6210441589355,41.0800018310547,35.6088829040527,0.800000011920929,-0.230000004172325,-202,5,-0.490000009536743,88191.8328670682,2.30841742194871
1,179.208333333333,-17.9583333333333,2295,3.34590721130371,3.49930357933044,0.153396233916283,0.0878087356686592,71,8.26900005340576,0.723999977111816,0.0399999991059303,33.6037445068359,39.5376052856445,40.734001159668,35.1251602172852,0.550000011920929,-0.589999973773956,-288,6,0.699999988079071,81524.5310408238,2.51577837848367
1,179.375,-18.125,2393,2.15709137916565,2.24014329910278,0.0830520391464233,0.107028126716614,155,8.26900005340576,0.731000006198883,0.0379999987781048,32.6394729614258,39.7876663208008,39.9799995422363,36.3538856506348,1.49000000953674,0.670000016689301,-817,4,-0.469999998807907,97010.9890946676,0.55844262298546
1,177.375,-17.7083333333333,2129,25.1174869537354,27.8454494476318,2.72796249389648,0.243481189012527,34,8.26700019836426,0.550999999046326,0.0750000029802322,32.5353546142578,41.549633026123,43.7319984436035,0.00215800944715738,0.0599999986588955,-0.75,-30,4,0.129999995231628,123701.164471098,0
1,178.458333333333,-19.125,2958,1.97767066955566,2.0868604183197,0.109189860522747,0.105076104402542,-135,8.27200031280518,0.694999992847443,0.0329999998211861,0.641928970813751,0.297517389059067,40.1800003051758,36.3475494384766,1.03999996185303,0.509999990463257,-1189,10,-0.850000023841858,110687.726646801,0
1,177.375,-17.7916666666667,2177,19.7726402282715,21.5127201080322,1.74007999897003,0.1460832208395,31,8.26599979400635,0.560999989509583,0.108000002801418,33.8159446716309,40.4197273254395,43.0950012207031,5.81265163421631,0.0199999995529652,-0.550000011920929,-7,2,0.519999980926514,120541.415878139,0
1,179.458333333333,-16.2083333333333,1290,19.7087135314941,21.8050804138184,2.09636735916138,0.256066918373108,-2,8.26599979400635,0.694000005722046,0.127000004053116,12.9014844894409,33.907470703125,42.5610008239746,5.28117561340332,0.100000001490116,0.0199999995529652,-20,8,0.159999996423721,237302.541127778,0.398573668672595
1,179.541666666667,-16.2083333333333,1291,25.6411418914795,29.341796875,3.70065379142761,0.268921792507172,73,8.27600002288818,0.689999997615814,0.127000004053116,25.8639907836914,40.2112007141113,42.1730003356934,2.86550730379531e-05,0.0299999993294477,-0.109999999403954,-13,4,0.129999995231628,241407.077873366,0
1,179.625,-16.125,1244,4.8055944442749,5.22493553161621,0.419340968132019,0.226030379533768,-2,8.26500034332275,0.691999971866608,0.096000000834465,16.2017230987549,36.6831359863281,42.9770011901855,31.7882308959961,0.400000005960464,0.140000000596046,-124,7,0.610000014305115,253778.252339574,2.06619646771212
1,177.375,-16.9583333333333,1697,24.9121837615967,27.1162033081055,2.20401954650879,0.149336650967598,115,8.27200031280518,0.61599999666214,0.0590000003576279,32.0092544555664,42.8244857788086,43.2630004882812,0.165074288845062,0.150000005960464,-0.00999999977648258,-42,2,0.0500000007450581,172921.683917476,0
1,177.291666666667,-18.125,2368,2.60707020759583,2.71043729782104,0.103367164731026,0.204942584037781,42,8.27200031280518,0.587999999523163,0.0320000015199184,31.7429637908936,41.2726860046387,42.7890014648438,36.3836898803711,0.920000016689301,-0.409999996423721,-486,5,-0.740000009536743,123468.119470837,0
1,179.041666666667,-16.875,1669,25.15110206604,29.4703273773193,4.31922483444214,0.154497250914574,180,8.26700019836426,0.726999998092651,0.200000002980232,34.8541526794434,38.3620414733887,39.375,8.13101214589551e-05,0.0399999991059303,0.270000010728836,-12,2,0.0900000035762787,151579.95368513,3.05506777587491
1,178.958333333333,-17.625,2100,3.93948554992676,4.20650386810303,0.267018437385559,0.026745367795229,1,8.26900005340576,0.730000019073486,0.046000000089407,32.929573059082,40.2599678039551,41.1910018920898,33.522216796875,0.589999973773956,-0.119999997317791,-333,5,0.0500000007450581,76618.1963191736,0
1,178.708333333333,-17.7916666666667,2193,24.7369480133057,29.0646533966064,4.3277063369751,0.21756200492382,52,8.26900005340576,0.704999983310699,0.0949999988079071,32.3745574951172,38.740966796875,39.7879981994629,0.000196471475646831,0.0299999993294477,-0.0299999993294477,-12,5,-0.0500000007450581,45414.0602597038,4.91007725302244
1,179.125,-16.7916666666667,1622,25.2038593292236,28.9473876953125,3.74352717399597,0.141750127077103,113,8.26700019836426,0.703000009059906,0.090999998152256,31.8215999603271,37.7791213989258,40.101001739502,0.000172284853761084,0.0399999991059303,0.159999996423721,-20,3,-0.200000002980232,163677.208205251,0
1,179.375,-17.2916666666667,1913,21.6360359191895,23.5907783508301,1.95474243164062,0.276103943586349,501,8.26700019836426,0.722000002861023,0.0359999984502792,32.9287033081055,39.3588447570801,40.5340003967285,3.41805338859558,0.28999999165535,-0.779999971389771,-73,2,-0.180000007152557,134020.640867423,0
